sentence_id,instance_id,raw_text,targets
71,71,"bersih , nyaman , kamar luas , ada snack , toiletries juga oke .","[{'term': 'kamar', 'opinion': 'luas', 'polarity': 'positive'}, {'term': 'snack', 'opinion': 'ada', 'polarity': 'positive'}, {'term': 'toiletries', 'opinion': 'oke', 'polarity': 'positive'}, {'term': 'null', 'opinion': 'bersih', 'polarity': 'positive'}, {'term': 'null', 'opinion': 'nyaman', 'polarity': 'positive'}]"
72,72,pelayanan ramah dan cepat . kondisi kamar nyaman . responsif dan mudah .,"[{'term': 'pelayanan', 'opinion': 'ramah', 'polarity': 'positive'}, {'term': 'pelayanan', 'opinion': 'cepat', 'polarity': 'positive'}, {'term': 'kamar', 'opinion': 'nyaman', 'polarity': 'positive'}, {'term': 'null', 'opinion': 'responsif', 'polarity': 'positive'}, {'term': 'null', 'opinion': 'mudah', 'polarity': 'positive'}]"
73,73,"oke saja , tetapi ac nya berisik banget sudah .","[{'term': 'ac nya', 'opinion': 'berisik banget', 'polarity': 'negative'}, {'term': 'null', 'opinion': 'oke', 'polarity': 'positive'}]"
74,74,kamar sangat kotor kamar mandi kotor berdebu banyak banget baru 10 menit di kamar langsung pindah hotel .,"[{'term': 'kamar', 'opinion': 'sangat kotor', 'polarity': 'negative'}, {'term': 'kamar mandi', 'opinion': 'kotor berdebu banyak banget', 'polarity': 'negative'}, {'term': 'null', 'opinion': 'baru 10 menit di kamar langsung pindah hotel', 'polarity': 'negative'}]"
75,75,room bagus . fasilitas oke . cuma kemarin tidak dapat alat mandi . tidak tahu lupa atau memang tidak ada fasilitas nya . tetapi okelah terimakasih airy rooms .,"[{'term': 'room', 'opinion': 'bagus', 'polarity': 'positive'}, {'term': 'fasilitas', 'opinion': 'oke', 'polarity': 'positive'}, {'term': 'alat mandi', 'opinion': 'tidak dapat alat mandi . tidak tahu lupa atau memang tidak ada fasilitas nya', 'polarity': 'negative'}, {'term': 'null', 'opinion': 'okelah', 'polarity': 'negative'}]"
76,76,"kamar kotor bau , ada bekas handuk orng ( kamar gavdi bersihkan ) , banyak kecoak dan nyamuk , ranjang kotor , pesan yang 1 ranjang besar di kasih yang twin bed , kamar mandi jorok ada bekas darah orang , susah sinyal , harus ke cafe baru dpet wifi , sry saya jujurjujur saja bukan di buatbuat , terimakasih .","[{'term': 'kamar', 'opinion': 'kotor', 'polarity': 'negative'}, {'term': 'kamar', 'opinion': 'bau', 'polarity': 'negative'}, {'term': 'kamar', 'opinion': 'ada bekas handuk orng', 'polarity': 'negative'}, {'term': 'kamar', 'opinion': 'gavdi bersihkan', 'polarity': 'negative'}, {'term': 'kamar', 'opinion': 'banyak kecoak dan nyamuk', 'polarity': 'negative'}, {'term': 'ranjang', 'opinion': 'kotor', 'polarity': 'negative'}, {'term': 'pesan', 'opinion': 'pesan yang 1 ranjang besar di kasih yang twin bed', 'polarity': 'negative'}, {'term': 'kamar mandi', 'opinion': 'jorok ada bekas darah orang', 'polarity': 'negative'}, {'term': 'wifi', 'opinion': 'susah sinyal , harus ke cafe baru dpet wifi', 'polarity': 'negative'}]"
77,77,"suka sekali . hotel tempat kami menginap pelayanan ramah , sangat tanggap . hotelnya luar biasa memuaskan . bersih bagus dan sungguh nyaman . pasti akan kembali menginap kalau kelombok lagi . pastinya dengan airy liburan kemana saja selalu memuaskan . terimakasih airy .","[{'term': 'hotel', 'opinion': 'suka sekali', 'polarity': 'positive'}, {'term': 'pelayanan', 'opinion': 'ramah', 'polarity': 'positive'}, {'term': 'pelayanan', 'opinion': 'sangat tanggap', 'polarity': 'positive'}, {'term': 'hotelnya', 'opinion': 'luar biasa memuaskan', 'polarity': 'positive'}, {'term': 'hotelnya', 'opinion': 'bersih', 'polarity': 'positive'}, {'term': 'hotelnya', 'opinion': 'bagus', 'polarity': 'positive'}, {'term': 'hotelnya', 'opinion': 'sungguh nyaman', 'polarity': 'positive'}, {'term': 'null', 'opinion': 'pasti akan kembali menginap kalau kelombok lagi', 'polarity': 'positive'}, {'term': 'airy', 'opinion': 'memuaskan', 'polarity': 'positive'}]"
78,78,tidak ada air hangat .,"[{'term': 'air hangat', 'opinion': 'tidak ada', 'polarity': 'negative'}]"
79,79,tempat sangat bersih dan nyaman .,"[{'term': 'tempat', 'opinion': 'sangat bersih', 'polarity': 'positive'}, {'term': 'tempat', 'opinion': 'nyaman', 'polarity': 'positive'}]"
80,80,tv nya saja yang tidak bagus karena siaran tvnya tidak jelas .,"[{'term': 'tv nya', 'opinion': 'tidak bagus karena siaran tvnya tidak jelas', 'polarity': 'negative'}]"
81,81,ac dingin . air panas oke . tv bruwet .,"[{'term': 'ac', 'opinion': 'dingin', 'polarity': 'positive'}, {'term': 'air panas', 'opinion': 'oke', 'polarity': 'positive'}, {'term': 'tv', 'opinion': 'bruwet', 'polarity': 'negative'}]"
82,82,kamar tidak sesuai dengan kamar . tidak ada bantal guling airy dan peralatan mandi airy room .,"[{'term': 'kamar', 'opinion': 'tidak sesuai', 'polarity': 'negative'}, {'term': 'bantal guling airy', 'opinion': 'tidak ada', 'polarity': 'negative'}, {'term': 'peralatan mandi airy room', 'opinion': 'tidak ada', 'polarity': 'negative'}]"
83,83,tidak seperti yang diiklankan . mana biru dan peralatan yang baru . jauh dari kesan iklan . tetapi karena hanya beberapa jam tidur iya jalani saja .,"[{'term': 'null', 'opinion': 'tidak seperti yang diiklankan', 'polarity': 'negative'}, {'term': 'null', 'opinion': 'jauh dari kesan iklan', 'polarity': 'negative'}]"
84,84,pelayanan yang sangat baik dan sangat ramah . next time kalau ke bali pasti pilihannya kesini . cocok untuk .,"[{'term': 'pelayanan', 'opinion': 'sangat baik', 'polarity': 'positive'}, {'term': 'pelayanan', 'opinion': 'sangat ramah', 'polarity': 'positive'}, {'term': 'null', 'opinion': 'next time kalau ke bali pasti pilihannya kesini', 'polarity': 'positive'}, {'term': 'null', 'opinion': 'cocok', 'polarity': 'positive'}]"
85,85,kecil tetapi nyaman . pelayanan cukup oke .,"[{'term': 'pelayanan', 'opinion': 'cukup oke', 'polarity': 'positive'}, {'term': 'null', 'opinion': 'kecil', 'polarity': 'negative'}, {'term': 'null', 'opinion': 'nyaman', 'polarity': 'positive'}]"
86,86,wifi tidak ada dan pintu kamar mandi tidak bisa terkunci .,"[{'term': 'wifi', 'opinion': 'tidak ada', 'polarity': 'negative'}, {'term': 'pintu kamar mandi', 'opinion': 'tidak bisa terkunci', 'polarity': 'negative'}]"
87,87,"kamar terlalu luas , sayang cuma bisa untuk 2 orang jadi lebih kelihatan mubazir . + kamar bersih , bed bersih , toilet bersih . fasilitas oke lah . harga murah banget , pakai kupon diskon . - wifi tidak bisa terhubung . sarapan kurang sesuai ( sambal lontong terlalu pedas ) . keep goin ' airy !","[{'term': 'kamar', 'opinion': 'terlalu luas', 'polarity': 'positive'}, {'term': 'kamar', 'opinion': 'sayang cuma bisa untuk 2 orang jadi lebih kelihatan mubazir', 'polarity': 'negative'}, {'term': 'kamar', 'opinion': 'bersih', 'polarity': 'positive'}, {'term': 'bed', 'opinion': 'bersih', 'polarity': 'positive'}, {'term': 'toilet', 'opinion': 'bersih', 'polarity': 'positive'}, {'term': 'fasilitas', 'opinion': 'oke', 'polarity': 'positive'}, {'term': 'harga', 'opinion': 'murah banget', 'polarity': 'positive'}, {'term': 'wifi', 'opinion': 'tidak bisa terhubung', 'polarity': 'negative'}, {'term': 'sarapan', 'opinion': 'kurang sesuai ( sambal lontong terlalu pedas )', 'polarity': 'negative'}]"
88,88,"air kamar mandi kotor , ac tidak dingin , seprai kotor , kamar berbau .","[{'term': 'air kamar mandi', 'opinion': 'kotor', 'polarity': 'negative'}, {'term': 'ac', 'opinion': 'tidak dingin', 'polarity': 'negative'}, {'term': 'seprai', 'opinion': 'kotor', 'polarity': 'negative'}, {'term': 'kamar', 'opinion': 'berbau', 'polarity': 'negative'}]"
89,89,"kamarnya agak gelap , depositnya terlalu tinggi .","[{'term': 'kamarnya', 'opinion': 'agak gelap', 'polarity': 'negative'}, {'term': 'depositnya', 'opinion': 'terlalu tinggi', 'polarity': 'negative'}]"
90,90,"airy mataram cakranegara nakula 14 untuk bangunannya sangat baik , resepsionis ramah , housekeeping sangat cekatan , kamar bersih dan besar , kamar mandi juga bersih , saran sebaiknya disediakan termos air panas untuk disetiap room dan untuk sarapannya sebaiknya .","[{'term': 'bangunannya', 'opinion': 'sangat baik', 'polarity': 'positive'}, {'term': 'resepsionis', 'opinion': 'ramah', 'polarity': 'positive'}, {'term': 'housekeeping', 'opinion': 'sangat cekatan', 'polarity': 'positive'}, {'term': 'kamar', 'opinion': 'bersih', 'polarity': 'positive'}, {'term': 'kamar', 'opinion': 'besar', 'polarity': 'positive'}, {'term': 'kamar mandi', 'opinion': 'bersih', 'polarity': 'positive'}, {'term': 'room', 'opinion': 'sebaiknya disediakan termos air panas', 'polarity': 'negative'}]"
91,91,"bagus wih , lokasi oke banget dekat kemanakemana , tetapi tidak terlalu berisik . kamar luas tetapi ac tidak dingin .","[{'term': 'lokasi', 'opinion': 'oke banget', 'polarity': 'positive'}, {'term': 'lokasi', 'opinion': 'dekat kemanakemana', 'polarity': 'positive'}, {'term': 'lokasi', 'opinion': 'tidak terlalu berisik', 'polarity': 'positive'}, {'term': 'kamar', 'opinion': 'luas', 'polarity': 'positive'}, {'term': 'ac', 'opinion': 'tidak dingin', 'polarity': 'negative'}, {'term': 'null', 'opinion': 'bagus', 'polarity': 'positive'}]"
92,92,tempatnya bersih dan terjangkau .,"[{'term': 'tempatnya', 'opinion': 'bersih', 'polarity': 'positive'}, {'term': 'null', 'opinion': 'terjangkau', 'polarity': 'positive'}]"
93,93,pertama datang saya dikasih kamar yang buat berdua padahal saya memesan kamar yang untuk berempat dan tidak ada desain nya airyroom di kamar dan tidak dapat snack kalau tidak di keluhan pokok nya kecewa menginap disini .,"[{'term': 'kamar', 'opinion': 'pertama datang saya dikasih kamar yang buat berdua padahal saya memesan kamar yang untuk berempat', 'polarity': 'negative'}, {'term': 'kamar', 'opinion': 'tidak ada desain nya airyroom', 'polarity': 'negative'}, {'term': 'null', 'opinion': 'kecewa menginap', 'polarity': 'negative'}, {'term': 'snack', 'opinion': 'tidak dapat', 'polarity': 'negative'}]"
94,94,tidak sesuai yang ada di gambar .,"[{'term': 'null', 'opinion': 'tidak sesuai yang ada di gambar', 'polarity': 'negative'}]"
95,95,pelayanannya bagus tetapi kebersihan kamar nya kurang terutama bagian kamar mandi .,"[{'term': 'pelayanannya', 'opinion': 'bagus', 'polarity': 'positive'}, {'term': 'kebersihan kamar nya', 'opinion': 'kurang terutama bagian kamar mandi', 'polarity': 'negative'}]"
96,96,tempatnya nyaman dan tenang .,"[{'term': 'tempatnya', 'opinion': 'nyaman', 'polarity': 'positive'}, {'term': 'tempatnya', 'opinion': 'tenang', 'polarity': 'positive'}]"
97,97,pintu kamar mandi tidak bisa dikunci . acnya gadingin . ada kecoaknya .,"[{'term': 'pintu kamar mandi', 'opinion': 'tidak bisa dikunci', 'polarity': 'negative'}, {'term': 'acnya', 'opinion': 'gadingin', 'polarity': 'negative'}, {'term': 'null', 'opinion': 'ada kecoaknya', 'polarity': 'negative'}]"
98,98,"nyaman , bersih , tv saja yang kurang bagus tidak ada yang bisa ditonton dengan jelas . ac dingin .","[{'term': 'tv', 'opinion': 'kurang bagus', 'polarity': 'negative'}, {'term': 'tv', 'opinion': 'tidak ada yang bisa ditonton dengan jelas', 'polarity': 'negative'}, {'term': 'ac', 'opinion': 'dingin', 'polarity': 'positive'}, {'term': 'null', 'opinion': 'nyaman', 'polarity': 'positive'}, {'term': 'null', 'opinion': 'bersih', 'polarity': 'positive'}]"
99,99,"kamarnya keren , rapi , bersih , mantap lah .","[{'term': 'kamarnya', 'opinion': 'keren', 'polarity': 'positive'}, {'term': 'kamarnya', 'opinion': 'rapi', 'polarity': 'positive'}, {'term': 'kamarnya', 'opinion': 'bersih', 'polarity': 'positive'}, {'term': 'kamarnya', 'opinion': 'mantap', 'polarity': 'positive'}]"
100,100,"bersih , rapi , suasana tenang dan nyaman .","[{'term': 'suasana', 'opinion': 'tenang', 'polarity': 'positive'}, {'term': 'suasana', 'opinion': 'nyaman', 'polarity': 'positive'}, {'term': 'null', 'opinion': 'bersih', 'polarity': 'positive'}, {'term': 'null', 'opinion': 'rapi', 'polarity': 'positive'}]"
101,101,sangat rekomended sekali tempat penginapan nya .,"[{'term': 'tempat penginapan nya', 'opinion': 'sangat rekomended sekali', 'polarity': 'positive'}]"
102,102,"resepsionisnya ramah , kamarnya bersih dan nyaman .","[{'term': 'resepsionisnya', 'opinion': 'ramah', 'polarity': 'positive'}, {'term': 'kamarnya', 'opinion': 'bersih', 'polarity': 'positive'}, {'term': 'kamarnya', 'opinion': 'nyaman', 'polarity': 'positive'}]"
103,103,tempat bersih dan nyaman .,"[{'term': 'tempat', 'opinion': 'bersih', 'polarity': 'positive'}, {'term': 'tempat', 'opinion': 'nyaman', 'polarity': 'positive'}]"
104,104,"tempatnya nyaman , kamarnya bersih .","[{'term': 'tempatnya', 'opinion': 'nyaman', 'polarity': 'positive'}, {'term': 'kamarnya', 'opinion': 'bersih', 'polarity': 'positive'}]"
105,105,air panas sering tidak mengalir .,"[{'term': 'air panas', 'opinion': 'sering tidak mengalir', 'polarity': 'negative'}]"
106,106,"ac kurang dingin , handuk kecil dan minuman sama cemilan tidak diperbarui .","[{'term': 'ac', 'opinion': 'kurang dingin', 'polarity': 'negative'}, {'term': 'handuk', 'opinion': 'kecil', 'polarity': 'negative'}, {'term': 'minuman', 'opinion': 'tidak diperbarui', 'polarity': 'negative'}, {'term': 'cemilan', 'opinion': 'tidak diperbarui', 'polarity': 'negative'}]"
107,107,pelayanan ramah . tetapi harga terlalu mahal untuk fasilitas seperti itu .,"[{'term': 'pelayanan', 'opinion': 'ramah', 'polarity': 'positive'}, {'term': 'harga', 'opinion': 'terlalu mahal untuk fasilitas seperti itu', 'polarity': 'negative'}]"
108,108,"bangunan yang baru jadi pasti trasa nyaman . fasilitas juga ada pool yang cukup besar dan bersih . tetapi sayang lokasinya yang sedikit ke dalam , kalau cari makanan di malam hari agak susah . jadi harus pakai aplikasi atau pesan ke pihak pengelola hotelnya .","[{'term': 'null', 'opinion': 'bangunan yang baru jadi pasti trasa nyaman', 'polarity': 'positive'}, {'term': 'pool', 'opinion': 'cukup besar', 'polarity': 'positive'}, {'term': 'pool', 'opinion': 'bersih', 'polarity': 'positive'}, {'term': 'lokasinya', 'opinion': 'sedikit ke dalam , kalau cari makanan di malam hari agak susah . jadi harus pakai aplikasi atau pesan ke pihak pengelola hotelnya', 'polarity': 'negative'}]"
109,109,"kamar standar dan kecil , parkir mobil juga agak susah .","[{'term': 'kamar', 'opinion': 'standar', 'polarity': 'positive'}, {'term': 'kamar', 'opinion': 'kecil', 'polarity': 'negative'}, {'term': 'parkir mobil', 'opinion': 'agak susah', 'polarity': 'negative'}]"
110,110,"kamarnya tidak bersih , seprainya juga seperti tidak meyakinkan begitu , not recomended .","[{'term': 'kamarnya', 'opinion': 'tidak bersih', 'polarity': 'negative'}, {'term': 'seprainya', 'opinion': 'seperti tidak meyakinkan begitu', 'polarity': 'negative'}, {'term': 'null', 'opinion': 'not recomended', 'polarity': 'negative'}]"
112,111,"kamar terasa sempit , lokasi yang kurang strategis ( masuk lewat ramah yang sudah tetup ) , ac tidak dingin , aura ruangan tidak enak ( bayi menangis melulu kalau tidur ) walau pelayanan atau orang yang menunggu disana ramah .","[{'term': 'kamar', 'opinion': 'sempit', 'polarity': 'negative'}, {'term': 'lokasi', 'opinion': 'kurang strategis', 'polarity': 'negative'}, {'term': 'lokasi', 'opinion': 'masuk lewat ramah yang sudah tetup', 'polarity': 'negative'}, {'term': 'ac', 'opinion': 'tidak dingin', 'polarity': 'negative'}, {'term': 'aura ruangan', 'opinion': 'tidak enak', 'polarity': 'negative'}, {'term': 'aura ruangan', 'opinion': 'bayi menangis melulu kalau tidur', 'polarity': 'negative'}, {'term': 'pelayanan', 'opinion': 'ramah', 'polarity': 'positive'}, {'term': 'orang yang menunggu', 'opinion': 'ramah', 'polarity': 'positive'}]"
113,112,"ac kurang dingin , overall oke .","[{'term': 'ac', 'opinion': 'kurang dingin', 'polarity': 'negative'}, {'term': 'overall', 'opinion': 'oke', 'polarity': 'positive'}]"
114,113,"semuanya baik dan nyaman pelayanannya , lokasinya strategis pinggir jalan , cuma satu kalau bisa tolong sediakan tempat sampah di dalam kamar , next time balik lagi menginap di airy .","[{'term': 'semuanya', 'opinion': 'baik', 'polarity': 'positive'}, {'term': 'pelayanannya', 'opinion': 'nyaman', 'polarity': 'positive'}, {'term': 'lokasinya', 'opinion': 'strategis pinggir jalan', 'polarity': 'positive'}, {'term': 'tempat sampah', 'opinion': 'kalau bisa tolong sediakan tempat sampah di dalam kamar', 'polarity': 'negative'}, {'term': 'null', 'opinion': 'next time balik lagi menginap di airy', 'polarity': 'positive'}]"
115,114,"tempat bersih , harga sesuai , sangat cocok untuk para traveler bacpacker , tempat nyaman , tenang .","[{'term': 'tempat', 'opinion': 'bersih', 'polarity': 'positive'}, {'term': 'harga', 'opinion': 'sesuai', 'polarity': 'positive'}, {'term': 'null', 'opinion': 'sangat cocok untuk para traveler bacpacker', 'polarity': 'positive'}, {'term': 'tempat', 'opinion': 'nyaman', 'polarity': 'positive'}, {'term': 'tempat', 'opinion': 'tenang', 'polarity': 'positive'}]"
116,115,pelayanan kurang ramah . tidak ada air untuk mandi .,"[{'term': 'pelayanan', 'opinion': 'kurang ramah', 'polarity': 'negative'}, {'term': 'air', 'opinion': 'tidak ada', 'polarity': 'negative'}]"
117,116,"pelayanannya baik dan ramah , dan masih banyak lagi nilai plusnya . dijamin tidak nyesal deh .","[{'term': 'pelayanannya', 'opinion': 'baik', 'polarity': 'positive'}, {'term': 'pelayanannya', 'opinion': 'ramah', 'polarity': 'positive'}, {'term': 'null', 'opinion': 'masih banyak lagi nilai plusnya', 'polarity': 'positive'}, {'term': 'null', 'opinion': 'dijamin tidak nyesal', 'polarity': 'positive'}]"
118,117,"dengan tarif yang relatif murah , tetapi semua oke .","[{'term': 'tarif', 'opinion': 'murah', 'polarity': 'positive'}, {'term': 'semua', 'opinion': 'oke', 'polarity': 'positive'}]"
119,118,"baik , staf ramah .","[{'term': 'staf', 'opinion': 'ramah', 'polarity': 'positive'}, {'term': 'null', 'opinion': 'baik', 'polarity': 'positive'}]"
120,119,"kamarnya horor , kurang bersih .","[{'term': 'kamarnya', 'opinion': 'horor', 'polarity': 'negative'}, {'term': 'kamarnya', 'opinion': 'kurang bersih', 'polarity': 'negative'}]"
121,120,"sebenarnya sudah terlihat bersih , tetapi mengapa banyak semut di meja dan di tempat tidur , membuat tidak nyaman sekali .","[{'term': 'meja', 'opinion': 'banyak semut', 'polarity': 'negative'}, {'term': 'tempat tidur', 'opinion': 'banyak semut', 'polarity': 'negative'}, {'term': 'null', 'opinion': 'bersih', 'polarity': 'positive'}, {'term': 'null', 'opinion': 'tidak nyaman sekali', 'polarity': 'negative'}]"
